class,cap-shape,cap-surface,cap-color,odor,population,habitat
edible,bell,smooth,brown,none,several,leaves
edible,bell,fibrous,gray,none,numerous,grasses
poisonous,knobbed,smooth,red,foul,several,leaves
poisonous,knobbed,smooth,brown,spicy,several,leaves
poisonous,flat,scaly,brown,foul,several,paths
poisonous,flat,scaly,brown,foul,several,woods
edible,flat,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,brown,fishy,several,woods
edible,knobbed,smooth,white,none,scattered,grasses
edible,bell,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,brown,spicy,several,paths
poisonous,knobbed,smooth,brown,fishy,several,paths
poisonous,knobbed,smooth,red,spicy,several,woods
edible,knobbed,smooth,white,none,numerous,grasses
poisonous,knobbed,scaly,red,fishy,several,leaves
edible,convex,smooth,white,none,scattered,grasses
poisonous,knobbed,scaly,red,spicy,several,woods
poisonous,knobbed,scaly,red,spicy,several,woods
poisonous,knobbed,scaly,brown,spicy,several,woods
poisonous,flat,scaly,cinnamon,musty,clustered,woods
poisonous,convex,smooth,brown,spicy,several,woods
edible,knobbed,fibrous,gray,none,scattered,grasses
poisonous,knobbed,smooth,red,fishy,several,leaves
poisonous,convex,scaly,brown,musty,clustered,woods
poisonous,flat,scaly,red,fishy,several,leaves
edible,knobbed,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,brown,spicy,several,paths
edible,bell,fibrous,gray,none,numerous,grasses
edible,bell,fibrous,white,none,numerous,grasses
edible,convex,smooth,brown,none,several,leaves
poisonous,knobbed,scaly,brown,spicy,several,leaves
edible,flat,smooth,brown,none,clustered,leaves
edible,convex,smooth,white,none,numerous,grasses
poisonous,knobbed,smooth,red,spicy,several,leaves
poisonous,knobbed,smooth,red,fishy,several,paths
edible,convex,smooth,gray,none,numerous,grasses
edible,bell,smooth,gray,none,numerous,grasses
poisonous,knobbed,scaly,brown,foul,several,woods
poisonous,knobbed,scaly,red,musty,clustered,woods
poisonous,knobbed,scaly,red,foul,several,paths
poisonous,knobbed,scaly,brown,foul,several,paths
edible,convex,fibrous,white,none,scattered,grasses
poisonous,knobbed,scaly,red,foul,several,leaves
edible,bell,smooth,brown,none,several,leaves
poisonous,knobbed,scaly,brown,spicy,several,woods
poisonous,knobbed,smooth,brown,spicy,several,paths
edible,bell,smooth,brown,none,several,leaves
edible,flat,smooth,brown,none,several,leaves
edible,knobbed,smooth,gray,none,numerous,grasses
edible,flat,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,red,fishy,several,leaves
edible,bell,smooth,brown,none,several,leaves
edible,knobbed,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,red,fishy,several,woods
edible,flat,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,red,foul,several,woods
edible,bell,fibrous,gray,none,numerous,grasses
poisonous,knobbed,scaly,brown,fishy,several,woods
edible,flat,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,brown,spicy,several,leaves
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,smooth,gray,none,scattered,grasses
edible,knobbed,smooth,brown,none,several,leaves
edible,convex,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,red,fishy,several,woods
edible,convex,fibrous,gray,none,numerous,grasses
poisonous,knobbed,smooth,brown,foul,several,woods
poisonous,knobbed,scaly,red,spicy,several,woods
poisonous,knobbed,scaly,brown,foul,several,paths
poisonous,knobbed,smooth,red,foul,several,woods
poisonous,knobbed,scaly,brown,spicy,several,leaves
poisonous,knobbed,scaly,red,spicy,several,leaves
edible,convex,smooth,white,none,numerous,grasses
poisonous,knobbed,smooth,brown,spicy,several,leaves
poisonous,knobbed,smooth,red,fishy,several,paths
poisonous,knobbed,smooth,red,spicy,several,paths
edible,convex,fibrous,gray,none,numerous,grasses
edible,convex,smooth,brown,none,clustered,leaves
edible,bell,smooth,white,none,numerous,grasses
poisonous,knobbed,smooth,brown,foul,several,leaves
poisonous,knobbed,scaly,brown,foul,several,leaves
poisonous,knobbed,smooth,brown,spicy,several,woods
poisonous,convex,scaly,red,foul,several,paths
poisonous,knobbed,scaly,red,foul,several,woods
edible,convex,smooth,brown,none,several,leaves
edible,convex,smooth,gray,none,scattered,grasses
poisonous,knobbed,smooth,red,foul,several,leaves
poisonous,knobbed,scaly,red,foul,several,leaves
edible,knobbed,smooth,white,none,numerous,grasses
edible,bell,smooth,brown,none,several,leaves
edible,knobbed,smooth,white,none,numerous,grasses
poisonous,knobbed,smooth,red,spicy,several,woods
poisonous,knobbed,scaly,brown,foul,several,paths
poisonous,knobbed,smooth,red,fishy,several,leaves
poisonous,knobbed,smooth,brown,fishy,several,woods
poisonous,convex,smooth,brown,spicy,several,leaves
edible,knobbed,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,brown,foul,several,woods
poisonous,knobbed,smooth,brown,spicy,several,woods
poisonous,knobbed,scaly,red,foul,several,leaves
edible,convex,fibrous,white,none,scattered,grasses
poisonous,flat,smooth,red,fishy,several,woods
poisonous,knobbed,smooth,brown,fishy,several,leaves
poisonous,knobbed,smooth,red,foul,several,woods
edible,flat,smooth,brown,none,several,leaves
edible,convex,scaly,brown,none,soletary,woods
poisonous,knobbed,scaly,brown,spicy,several,woods
poisonous,knobbed,smooth,red,spicy,several,leaves
edible,bell,smooth,white,none,scattered,grasses
poisonous,knobbed,scaly,brown,spicy,several,paths
poisonous,knobbed,smooth,brown,fishy,several,paths
edible,convex,smooth,brown,none,clustered,leaves
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,smooth,gray,none,numerous,grasses
poisonous,flat,scaly,brown,fishy,several,paths
poisonous,flat,scaly,brown,spicy,several,woods
edible,flat,scaly,gray,none,several,paths
poisonous,knobbed,smooth,red,fishy,several,woods
edible,convex,fibrous,white,none,scattered,grasses
poisonous,knobbed,scaly,brown,spicy,several,paths
poisonous,knobbed,smooth,brown,fishy,several,paths
poisonous,convex,smooth,red,foul,several,paths
edible,convex,fibrous,gray,none,scattered,grasses
edible,flat,smooth,brown,none,several,leaves
poisonous,convex,scaly,red,foul,several,paths
edible,bell,fibrous,white,none,scattered,grasses
poisonous,knobbed,smooth,red,foul,several,leaves
edible,convex,fibrous,gray,none,scattered,grasses
poisonous,flat,scaly,brown,musty,clustered,woods
edible,convex,smooth,brown,none,several,leaves
edible,bell,smooth,gray,none,numerous,grasses
edible,bell,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,red,foul,several,woods
edible,flat,smooth,brown,none,several,leaves
edible,convex,fibrous,gray,none,numerous,grasses
poisonous,knobbed,smooth,brown,foul,several,paths
edible,convex,fibrous,white,none,numerous,grasses
edible,flat,scaly,pink,none,several,paths
poisonous,knobbed,scaly,red,foul,several,leaves
edible,knobbed,fibrous,gray,none,numerous,grasses
edible,knobbed,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,brown,foul,several,woods
poisonous,knobbed,smooth,brown,fishy,several,leaves
poisonous,knobbed,smooth,red,spicy,several,paths
poisonous,knobbed,scaly,brown,spicy,several,woods
edible,knobbed,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,brown,spicy,several,paths
edible,knobbed,fibrous,white,none,scattered,grasses
poisonous,knobbed,scaly,red,foul,several,paths
edible,flat,smooth,brown,none,soletary,paths
poisonous,knobbed,smooth,red,spicy,several,paths
edible,convex,fibrous,gray,none,scattered,grasses
poisonous,knobbed,scaly,red,foul,several,woods
poisonous,knobbed,scaly,red,fishy,several,woods
poisonous,knobbed,smooth,brown,foul,several,leaves
edible,bell,smooth,brown,none,clustered,leaves
edible,knobbed,smooth,white,none,numerous,grasses
edible,bell,smooth,brown,none,clustered,leaves
edible,flat,scaly,gray,none,soletary,paths
poisonous,knobbed,scaly,red,musty,clustered,woods
poisonous,convex,scaly,red,fishy,several,woods
poisonous,knobbed,scaly,brown,foul,several,paths
edible,knobbed,smooth,brown,none,several,leaves
edible,knobbed,smooth,brown,none,clustered,leaves
edible,convex,scaly,cinnamon,none,several,paths
poisonous,knobbed,smooth,red,spicy,several,leaves
poisonous,knobbed,scaly,brown,fishy,several,leaves
poisonous,knobbed,smooth,red,spicy,several,leaves
poisonous,knobbed,scaly,brown,fishy,several,woods
poisonous,knobbed,scaly,red,foul,several,paths
edible,flat,smooth,cinnamon,none,several,paths
edible,convex,smooth,brown,none,clustered,leaves
edible,bell,fibrous,white,none,numerous,grasses
edible,knobbed,fibrous,gray,none,scattered,grasses
edible,flat,smooth,brown,none,clustered,leaves
edible,knobbed,smooth,brown,none,clustered,leaves
edible,knobbed,fibrous,white,none,numerous,grasses
poisonous,knobbed,scaly,red,foul,several,leaves
edible,bell,fibrous,white,none,scattered,grasses
poisonous,knobbed,scaly,brown,fishy,several,paths
poisonous,knobbed,scaly,red,fishy,several,woods
poisonous,knobbed,scaly,brown,foul,several,woods
edible,convex,smooth,brown,none,several,leaves
edible,convex,scaly,brown,none,soletary,paths
edible,bell,smooth,white,none,numerous,grasses
poisonous,flat,scaly,brown,foul,several,woods
poisonous,knobbed,smooth,brown,foul,several,leaves
poisonous,knobbed,smooth,red,fishy,several,paths
edible,convex,smooth,brown,none,clustered,leaves
edible,convex,smooth,brown,none,several,leaves
edible,bell,smooth,white,none,scattered,grasses
poisonous,convex,scaly,red,foul,several,paths
edible,bell,fibrous,white,none,scattered,grasses
edible,bell,fibrous,white,none,numerous,grasses
edible,bell,fibrous,white,none,numerous,grasses
edible,knobbed,smooth,brown,none,several,leaves
poisonous,knobbed,scaly,red,spicy,several,paths
edible,knobbed,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,red,foul,several,woods
poisonous,knobbed,scaly,cinnamon,musty,clustered,woods
poisonous,knobbed,smooth,brown,fishy,several,woods
edible,convex,smooth,gray,none,numerous,grasses
edible,flat,smooth,brown,none,soletary,woods
edible,knobbed,smooth,brown,none,clustered,leaves
edible,bell,scaly,brown,none,soletary,paths
poisonous,convex,smooth,brown,foul,several,leaves
edible,bell,smooth,brown,none,clustered,leaves
poisonous,flat,smooth,brown,fishy,several,paths
poisonous,knobbed,scaly,brown,foul,several,paths
edible,knobbed,smooth,gray,none,numerous,grasses
poisonous,knobbed,scaly,brown,foul,several,leaves
edible,knobbed,fibrous,gray,none,scattered,grasses
edible,convex,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,red,fishy,several,paths
edible,flat,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,brown,fishy,several,leaves
poisonous,knobbed,scaly,brown,spicy,several,paths
edible,knobbed,smooth,brown,none,several,leaves
edible,bell,smooth,brown,none,clustered,leaves
edible,convex,scaly,brown,none,soletary,paths
edible,convex,smooth,white,none,scattered,grasses
edible,flat,smooth,brown,none,several,leaves
poisonous,flat,smooth,brown,foul,several,paths
poisonous,convex,scaly,red,spicy,several,woods
poisonous,knobbed,scaly,red,fishy,several,paths
poisonous,knobbed,smooth,red,foul,several,woods
poisonous,knobbed,smooth,red,foul,several,paths
edible,bell,smooth,brown,none,several,leaves
edible,convex,smooth,brown,none,several,leaves
edible,flat,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,brown,spicy,several,leaves
edible,bell,smooth,brown,none,several,leaves
edible,knobbed,smooth,gray,none,scattered,grasses
edible,knobbed,fibrous,white,none,scattered,grasses
poisonous,knobbed,smooth,red,spicy,several,paths
edible,bell,fibrous,white,none,numerous,grasses
edible,convex,smooth,white,none,scattered,grasses
edible,bell,fibrous,white,none,scattered,grasses
poisonous,knobbed,scaly,brown,fishy,several,woods
poisonous,flat,smooth,brown,fishy,several,leaves
poisonous,flat,scaly,red,fishy,several,paths
poisonous,knobbed,smooth,red,fishy,several,paths
poisonous,knobbed,scaly,brown,foul,several,woods
edible,convex,smooth,brown,none,clustered,leaves
edible,flat,smooth,brown,none,several,leaves
poisonous,knobbed,scaly,brown,foul,several,leaves
poisonous,knobbed,smooth,brown,foul,several,leaves
edible,convex,fibrous,gray,none,numerous,grasses
edible,knobbed,smooth,white,none,scattered,grasses
poisonous,knobbed,scaly,red,foul,several,paths
poisonous,convex,smooth,brown,foul,several,woods
poisonous,knobbed,scaly,brown,foul,several,leaves
edible,knobbed,smooth,brown,none,clustered,leaves
edible,bell,fibrous,white,none,numerous,grasses
edible,knobbed,smooth,brown,none,several,leaves
poisonous,knobbed,scaly,red,fishy,several,woods
edible,convex,scaly,gray,none,soletary,paths
poisonous,knobbed,smooth,red,foul,several,leaves
edible,bell,smooth,brown,none,several,leaves
poisonous,knobbed,scaly,red,fishy,several,paths
edible,convex,smooth,brown,none,clustered,leaves
edible,flat,smooth,brown,none,several,leaves
edible,flat,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,red,fishy,several,paths
edible,bell,fibrous,gray,none,numerous,grasses
poisonous,knobbed,smooth,red,fishy,several,woods
poisonous,knobbed,smooth,brown,fishy,several,woods
poisonous,knobbed,scaly,brown,foul,several,leaves
poisonous,knobbed,smooth,brown,spicy,several,woods
edible,convex,fibrous,white,none,scattered,grasses
edible,flat,smooth,brown,none,several,leaves
poisonous,knobbed,scaly,brown,foul,several,woods
edible,convex,smooth,brown,none,several,leaves
edible,bell,fibrous,gray,none,numerous,grasses
edible,bell,smooth,brown,none,several,leaves
edible,convex,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,red,spicy,several,leaves
poisonous,knobbed,smooth,brown,foul,several,paths
poisonous,knobbed,smooth,brown,spicy,several,woods
poisonous,knobbed,smooth,brown,spicy,several,paths
poisonous,knobbed,scaly,brown,fishy,several,leaves
edible,knobbed,fibrous,white,none,scattered,grasses
poisonous,knobbed,scaly,red,foul,several,leaves
edible,knobbed,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,red,foul,several,paths
edible,bell,smooth,brown,none,clustered,leaves
edible,flat,smooth,brown,none,clustered,leaves
edible,knobbed,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,red,spicy,several,leaves
edible,knobbed,smooth,brown,none,several,leaves
poisonous,knobbed,scaly,red,foul,several,paths
edible,knobbed,smooth,brown,none,several,leaves
edible,bell,fibrous,gray,none,numerous,grasses
edible,flat,smooth,brown,none,clustered,leaves
edible,bell,smooth,brown,none,clustered,leaves
edible,flat,smooth,brown,none,several,leaves
edible,bell,fibrous,gray,none,scattered,grasses
poisonous,knobbed,scaly,red,foul,several,leaves
poisonous,knobbed,smooth,brown,spicy,several,woods
poisonous,knobbed,scaly,brown,foul,several,paths
poisonous,knobbed,smooth,red,spicy,several,paths
poisonous,knobbed,scaly,brown,fishy,several,leaves
edible,bell,fibrous,gray,none,scattered,grasses
edible,knobbed,fibrous,white,none,scattered,grasses
edible,knobbed,smooth,brown,none,several,leaves
poisonous,convex,smooth,red,foul,several,paths
edible,knobbed,smooth,brown,none,several,leaves
poisonous,knobbed,scaly,red,foul,several,woods
poisonous,knobbed,smooth,brown,foul,several,woods
poisonous,knobbed,scaly,red,foul,several,paths
poisonous,knobbed,scaly,red,fishy,several,paths
poisonous,convex,smooth,brown,fishy,several,woods
edible,bell,smooth,gray,none,numerous,grasses
poisonous,convex,scaly,cinnamon,musty,clustered,woods
edible,knobbed,fibrous,white,none,numerous,grasses
poisonous,knobbed,scaly,brown,spicy,several,leaves
poisonous,knobbed,smooth,red,fishy,several,woods
edible,knobbed,fibrous,white,none,scattered,grasses
edible,flat,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,red,spicy,several,paths
edible,convex,smooth,brown,none,clustered,leaves
edible,knobbed,smooth,brown,none,clustered,leaves
edible,knobbed,smooth,brown,none,several,leaves
edible,knobbed,smooth,brown,none,several,leaves
edible,knobbed,smooth,brown,none,several,leaves
edible,convex,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,red,fishy,several,leaves
edible,bell,smooth,white,none,numerous,grasses
edible,convex,smooth,brown,none,several,leaves
edible,knobbed,smooth,white,none,numerous,grasses
edible,knobbed,smooth,brown,none,several,leaves
poisonous,knobbed,scaly,red,fishy,several,woods
poisonous,flat,scaly,cinnamon,musty,clustered,woods
